"Month","Year","State","Indicator","Value"
"Oct",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",31.1
"Sep",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Aug",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",37.3
"Dec",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",45.1
"Jul",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Jun",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",35.14
"May",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Nov",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",41.85
"Oct",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",37.85
"Sep",2020,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",36.45
"Apr",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",27.1
"Aug",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",31.5333333333333
"Dec",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",30.1
"Feb",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",39.8
"Jan",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",41.4
"Jul",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Jun",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",29.4
"Mar",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",37.6333333333333
"May",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",30.15
"Oct",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",26.4
"Sep",2021,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",29.9
"Apr",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Aug",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",33
"Dec",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",33.4
"Feb",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",26.7
"Jan",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",32.3
"Jul",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",28.2
"Jun",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Mar",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"May",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",28.2
"Nov",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",36.5
"Oct",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",35.1
"Sep",2022,"Ohio","Symptoms of Anxiety Disorder or Depressive Disorder",35.5
"Aug",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.6
"Dec",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",46.35
"Jul",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",43.9
"Jun",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.94
"May",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",31.925
"Nov",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",44.9
"Oct",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.7
"Sep",2020,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",36.45
"Apr",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",29.1
"Aug",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.9
"Dec",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.3
"Feb",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",43.1
"Jan",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",42.8
"Jul",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",37.5
"Jun",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",34.9
"Mar",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",39.6666666666667
"May",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",33.65
"Oct",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",37.7
"Sep",2021,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38.15
"Apr",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Aug",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",34.9
"Dec",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",37.6
"Feb",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Jan",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Jul",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",42.1
"Jun",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Mar",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38
"May",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Nov",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",40
"Oct",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",40.3
"Sep",2022,"Oklahoma","Symptoms of Anxiety Disorder or Depressive Disorder",42.8
"Aug",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",38.4
"Dec",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",46.6
"Jul",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",44.6
"Jun",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",40.96
"May",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",33.425
"Nov",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",44.65
"Oct",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",40.2
"Sep",2020,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",44.25
"Apr",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Aug",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",32.4333333333333
"Dec",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Feb",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",43.55
"Jan",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",44.3
"Jul",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",36
"Jun",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",30.9
"Mar",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",39.7333333333333
"May",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",32.5
"Oct",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",34.6
"Sep",2021,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",36.85
"Apr",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Aug",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",29.4
"Dec",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Feb",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Jan",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",36.8
"Jul",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",34.5
"Jun",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"Mar",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",34.7
"May",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",32.6
"Nov",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"Oct",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",34.9
"Sep",2022,"Oregon","Symptoms of Anxiety Disorder or Depressive Disorder",38.6
"Aug",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Dec",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",41.4
"Jul",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",36.4333333333333
"Jun",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",36.26
"May",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",32.75
"Nov",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",40.6
"Oct",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",36.55
"Sep",2020,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",34.65
"Apr",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",30.2
"Aug",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",32.2666666666667
"Dec",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Feb",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",37.6
"Jan",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",41.3
"Jul",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",25.8
"Jun",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Mar",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",37.5
"May",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",28.75
"Oct",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Sep",2021,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",29.35
"Apr",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",29.5
"Aug",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Dec",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Feb",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",31.7
"Jan",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",29.1
"Jul",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Jun",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",30.1
"Mar",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",33.7
"May",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Nov",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Oct",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Sep",2022,"Pennsylvania","Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Aug",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",34.2
"Dec",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",38.65
"Jul",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",40.4333333333333
"Jun",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"May",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",32.05
"Nov",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",43.4
"Oct",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",37.1
"Sep",2020,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",36.6
"Apr",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",26.5
"Aug",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",30.5
"Dec",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",27.8
"Feb",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",39.8
"Jan",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",46.8
"Jul",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",26.2
"Jun",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",29.15
"Mar",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",38.1666666666667
"May",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",25.45
"Oct",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",37.3
"Sep",2021,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",29.55
"Apr",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",25.7
"Aug",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Dec",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",31.8
"Feb",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",27.6
"Jan",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Jul",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",37.3
"Jun",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Mar",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",26.5
"May",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",25
"Nov",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Oct",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",36.1
"Sep",2022,"Rhode Island","Symptoms of Anxiety Disorder or Depressive Disorder",30.3
"Aug",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.4
"Dec",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",36.9
"Jul",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",38.4
"Jun",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35.26
"May",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.475
"Nov",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",43.15
"Oct",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",34.7
"Sep",2020,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",33.45
"Apr",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"Aug",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.8333333333333
"Dec",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",25.1
"Feb",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",38.2
"Jan",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",42
"Jul",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Jun",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.4
"Mar",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",33.4
"May",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.05
"Oct",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.2
"Sep",2021,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",28.15
"Apr",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",25.3
"Aug",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",25.6
"Dec",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35.8
"Feb",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.7
"Jan",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.7
"Jul",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",31.3
"Jun",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Mar",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",27.3
"May",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Nov",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.3
"Oct",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",39
"Sep",2022,"South Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",36.7
"Aug",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.2
"Dec",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",32.1
"Jul",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",35.1
"Jun",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",30.7
"May",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.875
"Nov",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",37.3
"Oct",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Sep",2020,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Apr",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",26.6
"Aug",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",25.3
"Dec",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24
"Feb",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Jan",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",34
"Jul",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",25.2
"Jun",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.5
"Mar",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27.3666666666667
"May",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.35
"Oct",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.7
"Sep",2021,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",21.8
"Apr",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Aug",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Dec",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.5
"Feb",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27.2
"Jan",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28.7
"Jul",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28
"Jun",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",26.9
"Mar",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27.8
"May",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",19.2
"Nov",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",36.1
"Oct",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",31.6
"Sep",2022,"South Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
